frame,strain,mode,r_mid_A,CN_sum_r,P_sum_r,g_r_RDF_like,composition
40,,Twin_center__Omega_target,9.75,45.116294990501295,1.0,1.957815407345539,Ti20Nb
35,,Omega_center__Twin_target,0.25,0.0,0.0,0.0,Ti30Nb
35,,Omega_center__Twin_target,0.75,0.0,0.0,0.0,Ti30Nb
35,,Omega_center__Twin_target,1.25,0.0,0.0,0.0,Ti30Nb
35,,Omega_center__Twin_target,1.75,0.0,0.0,0.0,Ti30Nb
35,,Omega_center__Twin_target,2.25,0.0059746835443037,0.0,0.0323436788827885,Ti30Nb
35,,Omega_center__Twin_target,2.75,2.8890632911392404,0.4324050632911392,10.462149988373683,Ti30Nb
35,,Omega_center__Twin_target,3.25,4.56379746835443,0.8372151898734177,4.354582335937138,Ti30Nb
35,,Omega_center__Twin_target,3.75,5.120151898734178,0.8436455696202532,1.0870992356538418,Ti30Nb
35,,Omega_center__Twin_target,4.25,5.922582278481013,0.8551898734177216,1.2211020854096857,Ti30Nb
35,,Omega_center__Twin_target,4.75,8.116,0.8770632911392405,2.6727380799720555,Ti30Nb
35,,Omega_center__Twin_target,5.25,12.188455696202531,0.9063797468354432,4.062868058003879,Ti30Nb
35,,Omega_center__Twin_target,5.75,15.013417721518987,0.924253164556962,2.3497759345590383,Ti30Nb
35,,Omega_center__Twin_target,6.25,16.445113924050634,0.93073417721519,1.0080506976522978,Ti30Nb
35,,Omega_center__Twin_target,6.75,18.46050632911392,0.9357974683544305,1.2166807462783351,Ti30Nb
35,,Omega_center__Twin_target,7.25,23.77392405063291,0.9460759493670886,2.780666756823305,Ti30Nb
35,,Omega_center__Twin_target,7.75,28.184708860759493,0.952506329113924,2.020156195602833,Ti30Nb
35,,Omega_center__Twin_target,8.25,32.19848101265823,0.9566582278481012,1.6223143254173105,Ti30Nb
35,,Omega_center__Twin_target,8.75,35.33777215189873,0.96,1.1280294212493145,Ti30Nb
35,,Omega_center__Twin_target,9.25,39.47974683544304,0.9629367088607594,1.3318071456025091,Ti30Nb
35,,Omega_center__Twin_target,9.75,46.8713417721519,0.9671392405063292,2.139226939642042,Ti30Nb
35,,Twin_center__Omega_target,0.25,0.0,0.0,0.0,Ti30Nb
35,,Twin_center__Omega_target,0.75,0.0,0.0,0.0,Ti30Nb
35,,Twin_center__Omega_target,1.25,0.0,0.0,0.0,Ti30Nb
35,,Twin_center__Omega_target,1.75,0.0,0.0,0.0,Ti30Nb
35,,Twin_center__Omega_target,2.25,0.0026607738793181,0.0,0.0323436788827885,Ti30Nb
35,,Twin_center__Omega_target,2.75,1.2866194642373951,0.2279922431676738,10.462149988373683,Ti30Nb
35,,Twin_center__Omega_target,3.25,2.0324479119689727,0.7704518805808604,4.354582335937138,Ti30Nb
35,,Twin_center__Omega_target,3.75,2.2802155677820872,0.7982096148642555,1.0870992356538418,Ti30Nb
35,,Twin_center__Omega_target,4.25,2.6375710291332197,0.8178271849914314,1.2211020854096857,Ti30Nb
35,,Twin_center__Omega_target,4.75,3.614390727879498,0.8726661856228015,2.6727380799720555,Ti30Nb
35,,Twin_center__Omega_target,5.25,5.428023811671327,0.9359610354469198,4.062868058003879,Ti30Nb
35,,Twin_center__Omega_target,5.75,6.686096329034004,0.9668079733020656,2.3497759345590383,Ti30Nb
35,,Twin_center__Omega_target,6.25,7.323689907098403,0.9760530350861368,1.0080506976522978,Ti30Nb
35,,Twin_center__Omega_target,6.75,8.221227563813475,0.9810814467394244,1.2166807462783351,Ti30Nb
35,,Twin_center__Omega_target,7.25,10.58751240191215,0.99080003607829,2.780666756823305,Ti30Nb
35,,Twin_center__Omega_target,7.75,12.551817443853162,0.9953323712456028,2.020156195602833,Ti30Nb
35,,Twin_center__Omega_target,8.25,14.339316316406602,0.9977000090195725,1.6223143254173105,Ti30Nb
35,,Twin_center__Omega_target,8.75,15.73737259853883,0.998399025886173,1.1280294212493145,Ti30Nb
35,,Twin_center__Omega_target,9.25,17.581965364841707,0.9990529448904122,1.3318071456025091,Ti30Nb
35,,Twin_center__Omega_target,9.75,20.873748534319475,0.99966176603229,2.139226939642042,Ti30Nb
36,,Omega_center__Twin_target,0.25,0.0,0.0,0.0,Ti30Nb
36,,Omega_center__Twin_target,0.75,0.0,0.0,0.0,Ti30Nb
36,,Omega_center__Twin_target,1.25,0.0,0.0,0.0,Ti30Nb
36,,Omega_center__Twin_target,1.75,0.0,0.0,0.0,Ti30Nb
36,,Omega_center__Twin_target,2.25,0.0080113578744549,0.0,0.0430020444132336,Ti30Nb
36,,Omega_center__Twin_target,2.75,2.940523273501673,0.4462529155258087,10.551427010502264,Ti30Nb
36,,Omega_center__Twin_target,3.25,4.632390224115201,0.8540208903762296,4.361895852293356,Ti30Nb
36,,Omega_center__Twin_target,3.75,5.218943312037319,0.8601054659770815,1.13640576122049,Ti30Nb
36,,Omega_center__Twin_target,4.25,6.039904674982253,0.8706013588885508,1.2387275321348266,Ti30Nb
36,,Omega_center__Twin_target,4.75,8.269343879931041,0.891745259101511,2.69363749682689,Ti30Nb
36,,Omega_center__Twin_target,5.25,12.375469019369232,0.9169962478450462,4.061785576433376,Ti30Nb
36,,Omega_center__Twin_target,5.75,15.276239732278674,0.9320555724571544,2.3924105074297395,Ti30Nb
36,,Omega_center__Twin_target,6.25,16.743078795254032,0.9387486056180916,1.0240529906433926,Ti30Nb
36,,Omega_center__Twin_target,6.75,18.832420646993207,0.9436162660987728,1.2506476843495495,Ti30Nb
36,,Omega_center__Twin_target,7.25,24.147804482304025,0.9525403103133556,2.75815124943526,Ti30Nb
36,,Omega_center__Twin_target,7.75,28.57915018760775,0.9590812290842714,2.012394739735319,Ti30Nb
36,,Omega_center__Twin_target,8.25,32.621640807220366,0.9628840888348038,1.620092345926418,Ti30Nb
36,,Omega_center__Twin_target,8.75,35.792414562417605,0.9660277862285772,1.129698492896561,Ti30Nb
36,,Omega_center__Twin_target,9.25,39.97550958320657,0.9687658452489606,1.3336445428178996,Ti30Nb
36,,Omega_center__Twin_target,9.75,47.30813304938647,0.972974343372883,2.104197720727421,Ti30Nb
36,,Twin_center__Omega_target,0.25,0.0,0.0,0.0,Ti30Nb
36,,Twin_center__Omega_target,0.75,0.0,0.0,0.0,Ti30Nb
36,,Twin_center__Omega_target,1.25,0.0,0.0,0.0,Ti30Nb
36,,Twin_center__Omega_target,1.75,0.0,0.0,0.0,Ti30Nb
36,,Twin_center__Omega_target,2.25,0.0035321470088527,0.0,0.0430020444132336,Ti30Nb
36,,Twin_center__Omega_target,2.75,1.296454439774658,0.2354913708307252,10.551427010502266,Ti30Nb
36,,Twin_center__Omega_target,3.25,2.042385764106233,0.7748368058660466,4.361895852293356,Ti30Nb
36,,Twin_center__Omega_target,3.75,2.3009925780202094,0.8022444782258785,1.13640576122049,Ti30Nb
36,,Twin_center__Omega_target,4.25,2.6629482249843512,0.8221407493516946,1.2387275321348268,Ti30Nb
36,,Twin_center__Omega_target,4.75,3.645891084682107,0.8778055977823482,2.6936374968268906,Ti30Nb
36,,Twin_center__Omega_target,5.25,5.456250558884021,0.9407582938388626,4.061785576433376,Ti30Nb
36,,Twin_center__Omega_target,5.75,6.735178395779307,0.971094518465528,2.3924105074297395,Ti30Nb
36,,Twin_center__Omega_target,6.25,7.381896628811589,0.9796789770186892,1.0240529906433928,Ti30Nb
36,,Twin_center__Omega_target,6.75,8.303071626576052,0.984373602789949,1.2506476843495495,Ti30Nb
36,,Twin_center__Omega_target,7.25,10.646584100867388,0.9929357059822944,2.75815124943526,Ti30Nb
36,,Twin_center__Omega_target,7.75,12.600330859340067,0.996244299382992,2.012394739735319,Ti30Nb
36,,Twin_center__Omega_target,8.25,14.3826343557185,0.9984574801037288,1.620092345926418,Ti30Nb
36,,Twin_center__Omega_target,8.75,15.780604488956453,0.9989045873200394,1.1296984928965612,Ti30Nb
36,,Twin_center__Omega_target,9.25,17.62489940087633,0.9993964052579808,1.3336445428178998,Ti30Nb
36,,Twin_center__Omega_target,9.75,20.857797549852453,0.9998435124742914,2.104197720727421,Ti30Nb
37,,Omega_center__Twin_target,0.25,0.0,0.0,0.0,Ti30Nb
37,,Omega_center__Twin_target,0.75,0.0,0.0,0.0,Ti30Nb
37,,Omega_center__Twin_target,1.25,0.0,0.0,0.0,Ti30Nb
37,,Omega_center__Twin_target,1.75,0.0,0.0,0.0,Ti30Nb
37,,Omega_center__Twin_target,2.25,0.0075226446957678,0.0,0.0413059570057082,Ti30Nb
37,,Omega_center__Twin_target,2.75,2.924466506320045,0.4463947597359398,10.73639923068307,Ti30Nb
37,,Omega_center__Twin_target,3.25,4.585691622741927,0.8408986234071951,4.381236946567962,Ti30Nb
37,,Omega_center__Twin_target,3.75,5.163246507343534,0.8477560002046978,1.1446653333635952,Ti30Nb
37,,Omega_center__Twin_target,4.25,5.985517629599304,0.8602425669105982,1.269191860159594,Ti30Nb
37,,Omega_center__Twin_target,4.75,8.186684407143954,0.8810705695716698,2.7205432349292904,Ti30Nb
37,,Omega_center__Twin_target,5.25,12.255769919656109,0.9073230643262884,4.117568156410481,Ti30Nb
37,,Omega_center__Twin_target,5.75,15.069699605956709,0.9226754004401004,2.3740764942895782,Ti30Nb
37,,Omega_center__Twin_target,6.25,16.530525561639628,0.9289186837930504,1.043272134513754,Ti30Nb
37,,Omega_center__Twin_target,6.75,18.61905736656261,0.9328079422752162,1.278868059002534,Ti30Nb
37,,Omega_center__Twin_target,7.25,23.82447162376541,0.9428381352029068,2.7631083269239154,Ti30Nb
37,,Omega_center__Twin_target,7.75,28.21298807635229,0.9503607798986746,2.038705242981425,Ti30Nb
37,,Omega_center__Twin_target,8.25,32.181259915050404,0.9554270508162326,1.626864311385514,Ti30Nb
37,,Omega_center__Twin_target,8.75,35.33294099585487,0.9589580881224092,1.1486791204632634,Ti30Nb
37,,Omega_center__Twin_target,9.25,39.51568497006294,0.9619262064377464,1.3641521514188686,Ti30Nb
37,,Omega_center__Twin_target,9.75,46.7539020520956,0.9658666393736248,2.124799390789105,Ti30Nb
37,,Twin_center__Omega_target,0.25,0.0,0.0,0.0,Ti30Nb
37,,Twin_center__Omega_target,0.75,0.0,0.0,0.0,Ti30Nb
37,,Twin_center__Omega_target,1.25,0.0,0.0,0.0,Ti30Nb
37,,Twin_center__Omega_target,1.75,0.0,0.0,0.0,Ti30Nb
37,,Twin_center__Omega_target,2.25,0.0033612292495541,0.0,0.0413059570057082,Ti30Nb
37,,Twin_center__Omega_target,2.75,1.3066950198929894,0.2380299080806695,10.73639923068307,Ti30Nb
37,,Twin_center__Omega_target,3.25,2.0489550464169755,0.7779988109937348,4.381236946567962,Ti30Nb
37,,Twin_center__Omega_target,3.75,2.307015136964376,0.805254493071752,1.1446653333635952,Ti30Nb
37,,Twin_center__Omega_target,4.25,2.67441807289523,0.8271139159464033,1.269191860159594,Ti30Nb
37,,Twin_center__Omega_target,4.75,3.6579320437188456,0.8816938766177345,2.7205432349292904,Ti30Nb
37,,Twin_center__Omega_target,5.25,5.476059816161339,0.943362143869758,4.117568156410481,Ti30Nb
37,,Twin_center__Omega_target,5.75,6.733365345040472,0.972767183427082,2.3740764942895782,Ti30Nb
37,,Twin_center__Omega_target,6.25,7.386084053596744,0.9815704028901998,1.043272134513754,Ti30Nb
37,,Twin_center__Omega_target,6.75,8.319271047697443,0.9858233868386151,1.278868059002534,Ti30Nb
37,,Twin_center__Omega_target,7.25,10.645127360863402,0.9936662550875748,2.7631083269239154,Ti30Nb
37,,Twin_center__Omega_target,7.75,12.6059816161339,0.99700461883203,2.038705242981425,Ti30Nb
37,,Twin_center__Omega_target,8.25,14.379064343531349,0.9984680111583664,1.626864311385514,Ti30Nb
37,,Twin_center__Omega_target,8.75,15.787282206063932,0.9991768418164356,1.1486791204632634,Ti30Nb
37,,Twin_center__Omega_target,9.25,17.656194265331322,0.9993826313623267,1.3641521514188686,Ti30Nb
37,,Twin_center__Omega_target,9.75,20.89033703754516,0.9997484794439108,2.124799390789105,Ti30Nb
38,,Omega_center__Twin_target,0.25,0.0,0.0,0.0,Ti30Nb
38,,Omega_center__Twin_target,0.75,0.0,0.0,0.0,Ti30Nb
38,,Omega_center__Twin_target,1.25,0.0,0.0,0.0,Ti30Nb
38,,Omega_center__Twin_target,1.75,0.0,0.0,0.0,Ti30Nb
38,,Omega_center__Twin_target,2.25,0.0080544921195246,0.0,0.0437709263777423,Ti30Nb
38,,Omega_center__Twin_target,2.75,2.9305921543280467,0.4502560532988614,10.64623716103748,Ti30Nb
38,,Omega_center__Twin_target,3.25,4.607815840501169,0.8423904937105354,4.377888318072928,Ti30Nb
38,,Omega_center__Twin_target,3.75,5.206433649878188,0.8492517277382787,1.1741953089659256,Ti30Nb
38,,Omega_center__Twin_target,4.25,6.032068811216626,0.8591955451697907,1.261263589041252,Ti30Nb
38,,Omega_center__Twin_target,4.75,8.22880723909909,0.8823646397852135,2.687116332946455,Ti30Nb
38,,Omega_center__Twin_target,5.25,12.322875752001194,0.9099587331576592,4.100195122535114,Ti30Nb
38,,Omega_center__Twin_target,5.75,15.18783871128126,0.925669964699448,2.3922464398193792,Ti30Nb
38,,Omega_center__Twin_target,6.25,16.65460150151643,0.932680355988664,1.0367271057839955,Ti30Nb
38,,Omega_center__Twin_target,6.75,18.74876945259285,0.9370556356585292,1.2691168050292394,Ti30Nb
38,,Omega_center__Twin_target,7.25,23.966539054342963,0.9465519813056232,2.741150945896603,Ti30Nb
38,,Omega_center__Twin_target,7.75,28.40650325660021,0.9531149008104212,2.041369473844498,Ti30Nb
38,,Omega_center__Twin_target,8.25,32.36429175160344,0.9573410232188138,1.605860950173723,Ti30Nb
38,,Omega_center__Twin_target,8.75,35.55764928155919,0.9602744493611096,1.1518858570290291,Ti30Nb
38,,Omega_center__Twin_target,9.25,39.7004424998757,0.9623626510217272,1.3372118770928108,Ti30Nb
38,,Omega_center__Twin_target,9.75,46.92492417839208,0.9662407398200168,2.09893244999999,Ti30Nb
38,,Twin_center__Omega_target,0.25,0.0,0.0,0.0,Ti30Nb
38,,Twin_center__Omega_target,0.75,0.0,0.0,0.0,Ti30Nb
38,,Twin_center__Omega_target,1.25,0.0,0.0,0.0,Ti30Nb
38,,Twin_center__Omega_target,1.75,0.0,0.0,0.0,Ti30Nb
38,,Twin_center__Omega_target,2.25,0.0036663196487575,0.0,0.0437709263777423,Ti30Nb
38,,Twin_center__Omega_target,2.75,1.3339745620784864,0.2447381523559498,10.646237161037478,Ti30Nb
38,,Twin_center__Omega_target,3.25,2.097429049925316,0.7857918797809261,4.377888318072928,Ti30Nb
38,,Twin_center__Omega_target,3.75,2.369913547277418,0.813198750735527,1.1741953089659254,Ti30Nb
38,,Twin_center__Omega_target,4.25,2.7457339428778345,0.8320961390485674,1.261263589041252,Ti30Nb
38,,Twin_center__Omega_target,4.75,3.745666048069524,0.8848956683112298,2.6871163329464545,Ti30Nb
38,,Twin_center__Omega_target,5.25,5.609242746571312,0.9465215226542344,4.100195122535114,Ti30Nb
38,,Twin_center__Omega_target,5.75,6.913343592993256,0.9747204997057892,2.392246439819379,Ti30Nb
38,,Twin_center__Omega_target,6.25,7.580998506314217,0.9830262979224188,1.0367271057839955,Ti30Nb
38,,Twin_center__Omega_target,6.75,8.534241614991174,0.9868284071877972,1.2691168050292394,Ti30Nb
38,,Twin_center__Omega_target,7.25,10.909315167700177,0.9938668356493008,2.7411509458966026,Ti30Nb
38,,Twin_center__Omega_target,7.75,12.930339926673607,0.9974426288869778,2.0413694738444974,Ti30Nb
38,,Twin_center__Omega_target,8.25,14.731883401982529,0.9983705246005522,1.605860950173723,Ti30Nb
38,,Twin_center__Omega_target,8.75,16.185465984701036,0.9988910514642648,1.1518858570290291,Ti30Nb
38,,Twin_center__Omega_target,9.25,18.07122165391753,0.9994568415335174,1.3372118770928103,Ti30Nb
38,,Twin_center__Omega_target,9.75,21.35972932603087,0.9997057891639886,2.09893244999999,Ti30Nb
39,,Omega_center__Twin_target,0.25,0.0,0.0,0.0,Ti30Nb
39,,Omega_center__Twin_target,0.75,0.0,0.0,0.0,Ti30Nb
39,,Omega_center__Twin_target,1.25,0.0,0.0,0.0,Ti30Nb
39,,Omega_center__Twin_target,1.75,0.0,0.0,0.0,Ti30Nb
39,,Omega_center__Twin_target,2.25,0.0073727209325495,0.0,0.0401312670226425,Ti30Nb
39,,Omega_center__Twin_target,2.75,2.8958852246687257,0.4369333466175152,10.539445694200726,Ti30Nb
39,,Omega_center__Twin_target,3.25,4.580203247982465,0.8390455315333267,4.403573868240939,Ti30Nb
39,,Omega_center__Twin_target,3.75,5.169472950084686,0.8459699113280861,1.157743411732816,Ti30Nb
39,,Omega_center__Twin_target,4.25,5.9965627179436085,0.8582743847763276,1.2655456784466632,Ti30Nb
39,,Omega_center__Twin_target,4.75,8.187506226960247,0.8802929162100229,2.684397340936808,Ti30Nb
39,,Omega_center__Twin_target,5.25,12.304373816877552,0.9071435687954568,4.129750516991895,Ti30Nb
39,,Omega_center__Twin_target,5.75,15.114675699910332,0.9226860615721828,2.3504303078279136,Ti30Nb
39,,Omega_center__Twin_target,6.25,16.581847165487694,0.928414864999502,1.0387067172449007,Ti30Nb
39,,Omega_center__Twin_target,6.75,18.68705788582246,0.9331971704692638,1.2778890756335473,Ti30Nb
39,,Omega_center__Twin_target,7.25,23.94933745142971,0.942363255952974,2.7690415246942632,Ti30Nb
39,,Omega_center__Twin_target,7.75,28.368337152535616,0.9487894789279664,2.0350431320091364,Ti30Nb
39,,Omega_center__Twin_target,8.25,32.339543688353096,0.953173258941915,1.6139323581260738,Ti30Nb
39,,Omega_center__Twin_target,8.75,35.52605360167381,0.9569094350901663,1.1512898436063856,Ti30Nb
39,,Omega_center__Twin_target,9.25,39.6927368735678,0.9594500348709774,1.3471158820941351,Ti30Nb
39,,Omega_center__Twin_target,9.75,46.95915114077912,0.9640828932948092,2.1145571163690686,Ti30Nb
39,,Twin_center__Omega_target,0.25,0.0,0.0,0.0,Ti30Nb
39,,Twin_center__Omega_target,0.75,0.0,0.0,0.0,Ti30Nb
39,,Twin_center__Omega_target,1.25,0.0,0.0,0.0,Ti30Nb
39,,Twin_center__Omega_target,1.75,0.0,0.0,0.0,Ti30Nb
39,,Twin_center__Omega_target,2.25,0.0033549440087047,0.0,0.0401312670226425,Ti30Nb
39,,Twin_center__Omega_target,2.75,1.3177676021217757,0.238201024618035,10.539445694200728,Ti30Nb
39,,Twin_center__Omega_target,3.25,2.084213628326608,0.7875277689622342,4.403573868240939,Ti30Nb
39,,Twin_center__Omega_target,3.75,2.352359795076393,0.8163848211452147,1.157743411732816,Ti30Nb
39,,Twin_center__Omega_target,4.25,2.728725574647504,0.8367185020628372,1.2655456784466634,Ti30Nb
39,,Twin_center__Omega_target,4.75,3.72571065874779,0.887745386951988,2.684397340936808,Ti30Nb
39,,Twin_center__Omega_target,5.25,5.599084190959786,0.9487464297048556,4.129750516991895,Ti30Nb
39,,Twin_center__Omega_target,5.75,6.877907240331868,0.9766740717232624,2.350430307827914,Ti30Nb
39,,Twin_center__Omega_target,6.25,7.545541098064106,0.9845627238518384,1.038706717244901,Ti30Nb
39,,Twin_center__Omega_target,6.75,8.5035136237929,0.9878949993199436,1.2778890756335473,Ti30Nb
39,,Twin_center__Omega_target,7.25,10.898104910005896,0.9947408985809494,2.769041524694264,Ti30Nb
39,,Twin_center__Omega_target,7.75,12.908963140952986,0.9976878088588657,2.035043132009137,Ti30Nb
39,,Twin_center__Omega_target,8.25,14.716053860452464,0.9989345785918302,1.613932358126074,Ti30Nb
39,,Twin_center__Omega_target,8.75,16.166069728430884,0.9994106179444168,1.1512898436063856,Ti30Nb
39,,Twin_center__Omega_target,9.25,18.062111801242235,0.9996373033504105,1.3471158820941351,Ti30Nb
39,,Twin_center__Omega_target,9.75,21.368681144307928,0.9998639887564038,2.1145571163690686,Ti30Nb
40,,Omega_center__Twin_target,0.25,0.0,0.0,0.0,Ti30Nb
40,,Omega_center__Twin_target,0.75,0.0,0.0,0.0,Ti30Nb
40,,Omega_center__Twin_target,1.25,0.0,0.0,0.0,Ti30Nb
40,,Omega_center__Twin_target,1.75,0.0,0.0,0.0,Ti30Nb
40,,Omega_center__Twin_target,2.25,0.0090720836209446,0.0,0.0502481025105488,Ti30Nb
40,,Omega_center__Twin_target,2.75,2.91480130164678,0.4500049304802287,10.788379244789652,Ti30Nb
40,,Omega_center__Twin_target,3.25,4.584212602307465,0.8389212109259442,4.44121793380628,Ti30Nb
40,,Omega_center__Twin_target,3.75,5.192535252933636,0.8464648456759688,1.2161572683073154,Ti30Nb
40,,Omega_center__Twin_target,4.25,6.01922887289222,0.8591361798639188,1.287144510680644,Ti30Nb
40,,Omega_center__Twin_target,4.75,8.17562370574894,0.8814219504979786,2.6884468092307743,Ti30Nb
40,,Omega_center__Twin_target,5.25,12.283009565131644,0.9103638694408837,4.192566565289158,Ti30Nb
40,,Omega_center__Twin_target,5.75,15.089685435361403,0.9277684646484567,2.3886043062122537,Ti30Nb
40,,Omega_center__Twin_target,6.25,16.55921506754758,0.9345725273641652,1.0586391769600152,Ti30Nb
40,,Omega_center__Twin_target,6.75,18.6725668080071,0.939601617197515,1.3053498280391966,Ti30Nb
40,,Omega_center__Twin_target,7.25,23.82092495809092,0.9495118824573512,2.7566513951198,Ti30Nb
40,,Omega_center__Twin_target,7.75,28.21708904447293,0.9561680307661966,2.0600657707669923,Ti30Nb
40,,Omega_center__Twin_target,8.25,32.11251355882063,0.9600631101469284,1.6109245246268629,Ti30Nb
40,,Omega_center__Twin_target,8.75,35.309782072773885,0.9632679222956316,1.1754551314850463,Ti30Nb
40,,Omega_center__Twin_target,9.25,39.45306182822207,0.965683857607731,1.3630640734339112,Ti30Nb
40,,Omega_center__Twin_target,9.75,46.56656148308845,0.9700226802090524,2.106396512910724,Ti30Nb
40,,Twin_center__Omega_target,0.25,0.0,0.0,0.0,Ti30Nb
40,,Twin_center__Omega_target,0.75,0.0,0.0,0.0,Ti30Nb
40,,Twin_center__Omega_target,1.25,0.0,0.0,0.0,Ti30Nb
40,,Twin_center__Omega_target,1.75,0.0,0.0,0.0,Ti30Nb
40,,Twin_center__Omega_target,2.25,0.0042435424354243,0.0,0.0502481025105488,Ti30Nb
40,,Twin_center__Omega_target,2.75,1.3634225092250922,0.251130073800738,10.788379244789652,Ti30Nb
40,,Twin_center__Omega_target,3.25,2.1443035055350554,0.7921125461254612,4.44121793380628,Ti30Nb
40,,Twin_center__Omega_target,3.75,2.4288514760147604,0.8203413284132841,1.2161572683073154,Ti30Nb
40,,Twin_center__Omega_target,4.25,2.8155442804428046,0.8399215867158671,1.287144510680644,Ti30Nb
40,,Twin_center__Omega_target,4.75,3.824215867158672,0.8902905904059041,2.6884468092307743,Ti30Nb
40,,Twin_center__Omega_target,5.25,5.745479704797048,0.948270295202952,4.192566565289158,Ti30Nb
40,,Twin_center__Omega_target,5.75,7.058325645756457,0.9749538745387454,2.3886043062122537,Ti30Nb
40,,Twin_center__Omega_target,6.25,7.745710332103321,0.9831872693726936,1.0586391769600152,Ti30Nb
40,,Twin_center__Omega_target,6.75,8.73424815498155,0.9867619926199264,1.3053498280391966,Ti30Nb
40,,Twin_center__Omega_target,7.25,11.142435424354243,0.9939345018450184,2.7566513951198,Ti30Nb
40,,Twin_center__Omega_target,7.75,13.198777675276752,0.99760147601476,2.0600657707669923,Ti30Nb
40,,Twin_center__Omega_target,8.25,15.02089483394834,0.9990544280442804,1.6109245246268629,Ti30Nb
40,,Twin_center__Omega_target,8.75,16.51644372693727,0.9995618081180812,1.1754551314850463,Ti30Nb
40,,Twin_center__Omega_target,9.25,18.454497232472324,0.9997232472324724,1.3630640734339112,Ti30Nb
